productid,date,item,transid,month,weekday
1851,10/7/2015,root vegetables,114516715,10,Wednesday
6095,6/6/2015,butter,332416592,6,Saturday
6348,12/26/2015,Instant food products,445516795,12,Saturday
1733,07/30/2015,other vegetables,346516646,7,Thursday
7184,01/16/2015,semi-finished bread,394016451,1,Friday
5468,10/31/2015,curd,493416739,10,Saturday
8093,01/22/2015,pastry,379316457,1,Thursday
8147,12/2/2015,bottled water,295616771,12,Wednesday
8730,07/20/2015,rolls/buns,366216636,7,Monday
3638,04/14/2015,hygiene articles,375516539,4,Tuesday
4417,5/11/2015,hamburger meat,417316566,5,Monday
8147,3/6/2015,bottled water,335316500,3,Friday
5655,9/3/2015,soda,219316681,9,Thursday
7461,6/2/2015,frozen vegetables,208616588,6,Tuesday
8853,03/20/2015,whipped/sour cream,157016514,3,Friday
2199,07/31/2015,whole milk,123316647,7,Friday
2155,01/30/2015,fruit/vegetable juice,464716465,1,Friday
2703,1/3/2015,yogurt,317816438,1,Saturday
7325,9/4/2015,tropical fruit,276516682,9,Friday
5218,1/4/2015,pet care,422116439,1,Sunday
1851,12/12/2015,root vegetables,426516781,12,Saturday
6095,05/26/2015,butter,353216581,5,Tuesday
9677,9/3/2015,onions,196716681,9,Thursday
1123,02/25/2015,berries,347416491,2,Wednesday
8147,1/5/2015,bottled water,407516440,1,Monday
8390,5/11/2015,rum,155116566,5,Monday
6415,11/7/2015,herbs,460916746,11,Saturday
1851,09/26/2015,root vegetables,197516704,9,Saturday
2199,9/9/2015,whole milk,485916687,9,Wednesday
1733,10/31/2015,other vegetables,150216739,10,Saturday
7325,04/21/2015,tropical fruit,190116546,4,Tuesday
9677,07/20/2015,onions,448716636,7,Monday
7902,06/29/2015,salad dressing,336416615,6,Monday
5468,10/14/2015,curd,253716722,10,Wednesday
2703,08/22/2015,yogurt,471916669,8,Saturday
8093,12/11/2015,pastry,234816780,12,Friday
5949,12/3/2015,sauces,429416772,12,Thursday
8730,1/12/2015,rolls/buns,377416447,1,Monday
2199,10/15/2015,whole milk,225016723,10,Thursday
1733,5/7/2015,other vegetables,303416562,5,Thursday
1733,8/7/2015,other vegetables,179916654,8,Friday
1851,11/7/2015,root vegetables,127816746,11,Saturday
2703,04/22/2015,yogurt,283716547,4,Wednesday
1733,08/15/2015,other vegetables,305616662,8,Saturday
1851,10/15/2015,root vegetables,244716723,10,Thursday
8073,10/27/2015,chewing gum,145216735,10,Tuesday
5739,01/31/2015,cream cheese,483816466,1,Saturday
8093,7/4/2015,pastry,482216620,7,Saturday
7325,5/2/2015,tropical fruit,257116557,5,Saturday
4461,02/27/2015,spices,431016493,2,Friday
1865,7/11/2015,brown bread,213316627,7,Saturday
5930,10/17/2015,bottled beer,356816725,10,Saturday
1865,11/10/2015,brown bread,447416749,11,Tuesday
7762,01/27/2015,salty snack,335416462,1,Tuesday
2703,6/4/2015,yogurt,238916590,6,Thursday
8632,7/5/2015,photo/film,174216621,7,Sunday
8479,05/18/2015,canned beer,257416573,5,Monday
2703,4/7/2015,yogurt,449816532,4,Tuesday
1733,04/30/2015,other vegetables,461216555,4,Thursday
8730,01/29/2015,rolls/buns,107516464,1,Thursday
8853,01/22/2015,whipped/sour cream,137116457,1,Thursday
7762,06/21/2015,salty snack,296016607,6,Sunday
8730,02/23/2015,rolls/buns,443416489,2,Monday
4417,10/12/2015,hamburger meat,137816720,10,Monday
7271,01/25/2015,beverages,161516460,1,Sunday
2199,2/8/2015,whole milk,250316474,2,Sunday
2199,4/1/2015,whole milk,238116526,4,Wednesday
8603,08/25/2015,cookware,161316672,8,Tuesday
5739,08/26/2015,cream cheese,103116673,8,Wednesday
8919,4/1/2015,specialty chocolate,320016526,4,Wednesday
3578,02/24/2015,butter milk,113816490,2,Tuesday
6095,05/24/2015,butter,495816579,5,Sunday
7240,02/15/2015,frozen meals,485816481,2,Sunday
3472,12/8/2015,pip fruit,161616777,12,Tuesday
7029,2/3/2015,cereals,127016469,2,Tuesday
9585,01/27/2015,red/blush wine,234716462,1,Tuesday
7665,12/4/2015,margarine,207616773,12,Friday
5468,7/7/2015,curd,359716623,7,Tuesday
7292,09/29/2015,pork,215116707,9,Tuesday
2199,11/7/2015,whole milk,294016746,11,Saturday
1851,12/14/2015,root vegetables,347516783,12,Monday
1733,03/15/2015,other vegetables,271516509,3,Sunday
8093,10/2/2015,pastry,364416710,10,Friday
5468,01/25/2015,curd,457316460,1,Sunday
7240,11/29/2015,frozen meals,164916768,11,Sunday
2199,08/17/2015,whole milk,407916664,8,Monday
7762,11/13/2015,salty snack,184416752,11,Friday
8730,12/8/2015,rolls/buns,142016777,12,Tuesday
8853,07/23/2015,whipped/sour cream,287916639,7,Thursday
7240,6/8/2015,frozen meals,244016594,6,Monday
1733,12/29/2015,other vegetables,409516798,12,Tuesday
8274,11/15/2015,napkins,243716754,11,Sunday
8694,01/24/2015,condensed milk,132416459,1,Saturday
7271,12/15/2015,beverages,418416784,12,Tuesday
8093,10/3/2015,pastry,457416711,10,Saturday
3059,03/26/2015,coffee,488116520,3,Thursday
1341,8/4/2015,dish cleaner,379016651,8,Tuesday
2199,03/17/2015,whole milk,261616511,3,Tuesday
3638,6/4/2015,hygiene articles,127516590,6,Thursday
2703,04/15/2015,yogurt,213116540,4,Wednesday
8730,2/3/2015,rolls/buns,250916469,2,Tuesday
7762,08/31/2015,salty snack,307716678,8,Monday
8730,9/12/2015,rolls/buns,365316690,9,Saturday
9677,12/26/2015,onions,292216795,12,Saturday
4417,01/27/2015,hamburger meat,297116462,1,Tuesday
9782,09/28/2015,specialty bar,146316706,9,Monday
7325,10/11/2015,tropical fruit,432316719,10,Sunday
3059,7/1/2015,coffee,263216617,7,Wednesday
3472,6/4/2015,pip fruit,148116590,6,Thursday
8853,3/6/2015,whipped/sour cream,128316500,3,Friday
8155,2/1/2015,sliced cheese,116416467,2,Sunday
8147,9/11/2015,bottled water,427516689,9,Friday
3530,02/18/2015,cake bar,260016484,2,Wednesday
1851,08/15/2015,root vegetables,208416662,8,Saturday
3730,02/20/2015,canned fruit,162116486,2,Friday
8730,3/6/2015,rolls/buns,129116500,3,Friday
5739,04/25/2015,cream cheese,330116550,4,Saturday
1108,1/8/2015,male cosmetics,271516443,1,Thursday
8093,08/26/2015,pastry,415016673,8,Wednesday
5207,10/11/2015,cat food,177516719,10,Sunday
2199,2/4/2015,whole milk,207316470,2,Wednesday
8147,08/22/2015,bottled water,191216669,8,Saturday
1851,6/6/2015,root vegetables,403316592,6,Saturday
8147,02/28/2015,bottled water,487716494,2,Saturday
4417,09/28/2015,hamburger meat,259016706,9,Monday
7612,01/28/2015,liquor (appetizer),398216463,1,Wednesday
1733,6/9/2015,other vegetables,278216595,6,Tuesday
1733,01/27/2015,other vegetables,210016462,1,Tuesday
8147,12/21/2015,bottled water,178516790,12,Monday
3638,04/28/2015,hygiene articles,316616553,4,Tuesday
2199,03/29/2015,whole milk,225116523,3,Sunday
5468,02/20/2015,curd,152816486,2,Friday
3695,03/29/2015,cling film/bags,201216523,3,Sunday
8128,10/28/2015,packaged fruit/vegetables,330916736,10,Wednesday
3198,9/8/2015,waffles,122016686,9,Tuesday
8093,06/17/2015,pastry,216516603,6,Wednesday
4927,2/1/2015,liver loaf,333716467,2,Sunday
5739,12/30/2015,cream cheese,405816799,12,Wednesday
3981,05/27/2015,pickled vegetables,100016582,5,Wednesday
2789,6/8/2015,newspapers,335716594,6,Monday
1961,1/8/2015,dental care,222216443,1,Thursday
2199,11/14/2015,whole milk,120716753,11,Saturday
9825,6/7/2015,specialty cheese,351116593,6,Sunday
5468,8/2/2015,curd,217116649,8,Sunday
1733,9/1/2015,other vegetables,307816679,9,Tuesday
5655,06/25/2015,soda,387916611,6,Thursday
2199,2/6/2015,whole milk,347216472,2,Friday
8144,11/3/2015,beef,451916742,11,Tuesday
8274,10/26/2015,napkins,327516734,10,Monday
8269,09/13/2015,hard cheese,176316691,9,Sunday
2224,05/27/2015,UHT-milk,461916582,5,Wednesday
5655,6/5/2015,soda,295516591,6,Friday
3357,11/15/2015,canned fish,270016754,11,Sunday
7762,05/28/2015,salty snack,283016583,5,Thursday
3059,08/21/2015,coffee,494016668,8,Friday
9585,06/29/2015,red/blush wine,131116615,6,Monday
5655,5/1/2015,soda,411616556,5,Friday
7461,03/22/2015,frozen vegetables,147616516,3,Sunday
8147,11/4/2015,bottled water,291816743,11,Wednesday
1172,11/1/2015,shopping bags,412116740,11,Sunday
5930,11/1/2015,bottled beer,182416740,11,Sunday
8730,7/5/2015,rolls/buns,429316621,7,Sunday
1890,12/5/2015,spread cheese,430816774,12,Saturday
2703,07/14/2015,yogurt,299816630,7,Tuesday
3638,1/5/2015,hygiene articles,287416440,1,Monday
3059,2/11/2015,coffee,128116477,2,Wednesday
3638,01/14/2015,hygiene articles,347116449,1,Wednesday
1123,08/15/2015,berries,193616662,8,Saturday
2387,05/30/2015,dishes,416316585,5,Saturday
1733,12/29/2015,other vegetables,336916798,12,Tuesday
1733,01/13/2015,other vegetables,233516448,1,Tuesday
7434,02/15/2015,frozen potato products,395716481,2,Sunday
8730,5/2/2015,rolls/buns,484116557,5,Saturday
7271,12/7/2015,beverages,218416776,12,Monday
5655,12/29/2015,soda,311816798,12,Tuesday
9730,04/25/2015,chocolate marshmallow,472816550,4,Saturday
2199,8/11/2015,whole milk,252716658,8,Tuesday
2199,11/8/2015,whole milk,292616747,11,Sunday
3472,11/1/2015,pip fruit,177316740,11,Sunday
2789,6/12/2015,newspapers,180116598,6,Friday
2703,11/13/2015,yogurt,191616752,11,Friday
5468,4/4/2015,curd,252316529,4,Saturday
5316,6/8/2015,snack products,255016594,6,Monday
7240,05/19/2015,frozen meals,131916574,5,Tuesday
8730,05/16/2015,rolls/buns,164916571,5,Saturday
2789,8/7/2015,newspapers,220216654,8,Friday
2703,07/16/2015,yogurt,256916632,7,Thursday
6415,08/22/2015,herbs,292516669,8,Saturday
2932,06/24/2015,long life bakery product,229316610,6,Wednesday
8147,10/11/2015,bottled water,219016719,10,Sunday
7612,12/24/2015,liquor (appetizer),223416793,12,Thursday
1733,10/24/2015,other vegetables,477916732,10,Saturday
2199,10/27/2015,whole milk,303116735,10,Tuesday
7762,7/5/2015,salty snack,427516621,7,Sunday
5468,5/9/2015,curd,269616564,5,Saturday
7461,8/2/2015,frozen vegetables,445316649,8,Sunday
6095,2/8/2015,butter,477616474,2,Sunday
8730,10/12/2015,rolls/buns,347116720,10,Monday
8730,01/21/2015,rolls/buns,314316456,1,Wednesday
2199,04/22/2015,whole milk,431216547,4,Wednesday
2387,5/4/2015,dishes,332716559,5,Monday
9782,5/6/2015,specialty bar,434416561,5,Wednesday
9585,3/11/2015,red/blush wine,171816505,3,Wednesday
1123,7/10/2015,berries,304116626,7,Friday
1865,2/6/2015,brown bread,411016472,2,Friday
7325,04/28/2015,tropical fruit,294716553,4,Tuesday
9970,12/6/2015,white wine,428016775,12,Sunday
3357,11/15/2015,canned fish,302216754,11,Sunday
1733,09/16/2015,other vegetables,194116694,9,Wednesday
7240,8/6/2015,frozen meals,449416653,8,Thursday
6341,06/22/2015,citrus fruit,274916608,6,Monday
1733,05/22/2015,other vegetables,124116577,5,Friday
2703,03/23/2015,yogurt,206616517,3,Monday
5468,7/11/2015,curd,177716627,7,Saturday
8144,5/3/2015,beef,217816558,5,Sunday
1851,4/11/2015,root vegetables,472716536,4,Saturday
9585,10/1/2015,red/blush wine,343316709,10,Thursday
8093,11/8/2015,pastry,303516747,11,Sunday
8093,3/7/2015,pastry,146416501,3,Saturday
7325,5/3/2015,tropical fruit,416116558,5,Sunday
1123,11/25/2015,berries,265416764,11,Wednesday
6415,03/21/2015,herbs,220616515,3,Saturday
6415,12/5/2015,herbs,395016774,12,Saturday
8147,3/7/2015,bottled water,170616501,3,Saturday
1733,05/26/2015,other vegetables,372616581,5,Tuesday
3277,11/29/2015,white bread,332516768,11,Sunday
4155,11/29/2015,oil,373216768,11,Sunday
1733,1/6/2015,other vegetables,256316441,1,Tuesday
2199,3/1/2015,whole milk,492416495,3,Sunday
7333,12/12/2015,detergent,174216781,12,Saturday
5324,07/27/2015,grapes,492916643,7,Monday
1733,10/9/2015,other vegetables,109216717,10,Friday
2789,07/19/2015,newspapers,190716635,7,Sunday
2199,3/5/2015,whole milk,354016499,3,Thursday
5652,7/11/2015,meat spreads,299016627,7,Saturday
2703,3/5/2015,yogurt,408816499,3,Thursday
1851,12/20/2015,root vegetables,202816789,12,Sunday
3893,01/24/2015,domestic eggs,302616459,1,Saturday
8730,04/20/2015,rolls/buns,220916545,4,Monday
9677,10/15/2015,onions,407116723,10,Thursday
6415,11/24/2015,herbs,439316763,11,Tuesday
8479,5/8/2015,canned beer,204716563,5,Friday
2789,07/19/2015,newspapers,461016635,7,Sunday
2199,09/30/2015,whole milk,126916708,9,Wednesday
7333,1/11/2015,detergent,362916446,1,Sunday
3578,10/19/2015,butter milk,189916727,10,Monday
6095,02/24/2015,butter,198216490,2,Tuesday
5930,04/19/2015,bottled beer,497716544,4,Sunday
5468,2/12/2015,curd,239916478,2,Thursday
8730,09/15/2015,rolls/buns,267516693,9,Tuesday
2789,7/12/2015,newspapers,276016628,7,Sunday
9730,6/4/2015,chocolate marshmallow,205816590,6,Thursday
1733,7/7/2015,other vegetables,406516623,7,Tuesday
2703,11/16/2015,yogurt,145016755,11,Monday
2199,8/6/2015,whole milk,373916653,8,Thursday
2789,07/21/2015,newspapers,312816637,7,Tuesday
7325,11/28/2015,tropical fruit,233116767,11,Saturday
8853,10/10/2015,whipped/sour cream,250516718,10,Saturday
3059,01/13/2015,coffee,375816448,1,Tuesday
7665,02/13/2015,margarine,357416479,2,Friday
2199,12/29/2015,whole milk,256316798,12,Tuesday
1865,7/9/2015,brown bread,212816625,7,Thursday
3578,01/27/2015,butter milk,123016462,1,Tuesday
8730,8/12/2015,rolls/buns,437316659,8,Wednesday
8919,9/5/2015,specialty chocolate,169316683,9,Saturday
2199,07/13/2015,whole milk,274316629,7,Monday
8730,3/5/2015,rolls/buns,161216499,3,Thursday
2735,06/22/2015,jam,183516608,6,Monday
8155,5/8/2015,sliced cheese,357416563,5,Friday
5948,4/8/2015,artif. sweetener,410216533,4,Wednesday
9677,03/15/2015,onions,128316509,3,Sunday
5409,10/4/2015,pasta,471916712,10,Sunday
8147,6/5/2015,bottled water,459616591,6,Friday
2703,05/13/2015,yogurt,138016568,5,Wednesday
2155,12/4/2015,fruit/vegetable juice,115016773,12,Friday
2199,06/20/2015,whole milk,293716606,6,Saturday
2789,7/4/2015,newspapers,249516620,7,Saturday
8155,12/25/2015,sliced cheese,358116794,12,Friday
6095,04/27/2015,butter,345816552,4,Monday
5316,03/14/2015,snack products,372316508,3,Saturday
8147,01/22/2015,bottled water,224916457,1,Thursday
1733,12/17/2015,other vegetables,143016786,12,Thursday
2199,11/28/2015,whole milk,303916767,11,Saturday
1733,2/1/2015,other vegetables,345516467,2,Sunday
2199,1/9/2015,whole milk,183116444,1,Friday
8093,02/27/2015,pastry,483116493,2,Friday
2155,12/18/2015,fruit/vegetable juice,381616787,12,Friday
2703,9/6/2015,yogurt,231416684,9,Sunday
8093,03/24/2015,pastry,274316518,3,Tuesday
1851,11/30/2015,root vegetables,153816769,11,Monday
8147,04/15/2015,bottled water,360416540,4,Wednesday
8730,11/22/2015,rolls/buns,473416761,11,Sunday
5443,06/24/2015,candles,236316610,6,Wednesday
5930,08/27/2015,bottled beer,148416674,8,Thursday
1733,09/29/2015,other vegetables,176416707,9,Tuesday
5930,03/23/2015,bottled beer,359516517,3,Monday
1733,12/25/2015,other vegetables,430316794,12,Friday
5930,1/7/2015,bottled beer,269516442,1,Wednesday
7612,11/28/2015,liquor (appetizer),453816767,11,Saturday
6415,11/21/2015,herbs,197916760,11,Saturday
1733,09/27/2015,other vegetables,114816705,9,Sunday
5468,4/4/2015,curd,344316529,4,Saturday
5655,03/17/2015,soda,333416511,3,Tuesday
7184,10/6/2015,semi-finished bread,250816714,10,Tuesday
1851,8/11/2015,root vegetables,413616658,8,Tuesday
3227,05/25/2015,flour,359916580,5,Monday
5294,10/20/2015,mustard,454016728,10,Tuesday
6059,12/16/2015,pot plants,259016785,12,Wednesday
8010,06/21/2015,flower (seeds),336116607,6,Sunday
5655,11/8/2015,soda,285516747,11,Sunday
8147,4/1/2015,bottled water,394916526,4,Wednesday
2199,7/3/2015,whole milk,483616619,7,Friday
8730,05/13/2015,rolls/buns,246416568,5,Wednesday
7292,10/9/2015,pork,178816717,10,Friday
2199,4/5/2015,whole milk,206116530,4,Sunday
6341,12/30/2015,citrus fruit,196316799,12,Wednesday
8128,05/15/2015,packaged fruit/vegetables,148516570,5,Friday
9782,03/20/2015,specialty bar,177116514,3,Friday
2199,9/4/2015,whole milk,375816682,9,Friday
6493,5/4/2015,zwieback,318016559,5,Monday
8853,12/7/2015,whipped/sour cream,240616776,12,Monday
8128,04/27/2015,packaged fruit/vegetables,225516552,4,Monday
3227,01/25/2015,flour,482616460,1,Sunday
8730,01/23/2015,rolls/buns,173716458,1,Friday
2152,3/8/2015,tea,240416502,3,Sunday
8144,01/28/2015,beef,346716463,1,Wednesday
7665,08/19/2015,margarine,339516666,8,Wednesday
1733,3/4/2015,other vegetables,340516498,3,Wednesday
8073,03/23/2015,chewing gum,271816517,3,Monday
6341,2/3/2015,citrus fruit,292716469,2,Tuesday
1592,12/26/2015,dessert,413716795,12,Saturday
5655,06/22/2015,soda,328216608,6,Monday
8730,9/10/2015,rolls/buns,456716688,9,Thursday
2789,11/9/2015,newspapers,455016748,11,Monday
5655,10/3/2015,soda,422316711,10,Saturday
2199,10/25/2015,whole milk,236316733,10,Sunday
2199,11/24/2015,whole milk,480616763,11,Tuesday
5324,12/8/2015,grapes,115316777,12,Tuesday
8144,1/11/2015,beef,451516446,1,Sunday
1733,2/11/2015,other vegetables,320016477,2,Wednesday
2703,10/3/2015,yogurt,101216711,10,Saturday
6095,03/14/2015,butter,258516508,3,Saturday
8853,03/19/2015,whipped/sour cream,222916513,3,Thursday
8730,10/23/2015,rolls/buns,340616731,10,Friday
7271,07/15/2015,beverages,223416631,7,Wednesday
9038,06/14/2015,frozen fish,254916600,6,Sunday
7461,02/16/2015,frozen vegetables,338516482,2,Monday
8147,8/8/2015,bottled water,174616655,8,Saturday
2199,3/9/2015,whole milk,463216503,3,Monday
2224,03/29/2015,UHT-milk,147616523,3,Sunday
2199,08/15/2015,whole milk,473816662,8,Saturday
1733,04/26/2015,other vegetables,423516551,4,Sunday
2703,11/5/2015,yogurt,357416744,11,Thursday
8730,02/23/2015,rolls/buns,461416489,2,Monday
1733,11/17/2015,other vegetables,221616756,11,Tuesday
2199,10/17/2015,whole milk,442516725,10,Saturday
2199,12/2/2015,whole milk,466616771,12,Wednesday
7325,7/9/2015,tropical fruit,114816625,7,Thursday
8730,1/6/2015,rolls/buns,235116441,1,Tuesday
2199,05/17/2015,whole milk,354316572,5,Sunday
2199,6/6/2015,whole milk,295516592,6,Saturday
3472,03/13/2015,pip fruit,225716507,3,Friday
7325,2/1/2015,tropical fruit,261216467,2,Sunday
1733,12/21/2015,other vegetables,348816790,12,Monday
2199,1/12/2015,whole milk,202116447,1,Monday
8853,9/1/2015,whipped/sour cream,218616679,9,Tuesday
8730,3/2/2015,rolls/buns,169616496,3,Monday
7184,05/17/2015,semi-finished bread,330916572,5,Sunday
8128,12/24/2015,packaged fruit/vegetables,309216793,12,Thursday
1851,02/20/2015,root vegetables,449716486,2,Friday
7461,06/27/2015,frozen vegetables,184816613,6,Saturday
1733,07/27/2015,other vegetables,246616643,7,Monday
5468,07/22/2015,curd,441116638,7,Wednesday
1851,03/21/2015,root vegetables,229516515,3,Saturday
1733,01/21/2015,other vegetables,191416456,1,Wednesday
8853,09/22/2015,whipped/sour cream,129016700,9,Tuesday
3472,12/19/2015,pip fruit,229316788,12,Saturday
8853,5/12/2015,whipped/sour cream,402716567,5,Tuesday
5930,7/1/2015,bottled beer,469316617,7,Wednesday
1733,09/13/2015,other vegetables,105616691,9,Sunday
4417,02/27/2015,hamburger meat,422116493,2,Friday
1851,01/14/2015,root vegetables,324816449,1,Wednesday
8144,9/10/2015,beef,281516688,9,Thursday
5218,7/8/2015,pet care,420716624,7,Wednesday
8073,9/4/2015,chewing gum,116016682,9,Friday
6341,01/22/2015,citrus fruit,386816457,1,Thursday
3893,06/26/2015,domestic eggs,370716612,6,Friday
7325,07/23/2015,tropical fruit,233516639,7,Thursday
3277,4/4/2015,white bread,343216529,4,Saturday
8919,4/5/2015,specialty chocolate,451016530,4,Sunday
6341,10/6/2015,citrus fruit,289316714,10,Tuesday
2199,04/16/2015,whole milk,490216541,4,Thursday
3059,10/23/2015,coffee,344316731,10,Friday
2703,06/30/2015,yogurt,186416616,6,Tuesday
8479,09/30/2015,canned beer,207116708,9,Wednesday
8853,4/11/2015,whipped/sour cream,309216536,4,Saturday
1902,10/1/2015,processed cheese,284516709,10,Thursday
2703,11/25/2015,yogurt,231416764,11,Wednesday
2224,10/19/2015,UHT-milk,388216727,10,Monday
7606,09/15/2015,salt,430916693,9,Tuesday
3059,9/8/2015,coffee,236916686,9,Tuesday
7240,5/9/2015,frozen meals,178716564,5,Saturday
2199,11/19/2015,whole milk,328416758,11,Thursday
2789,10/11/2015,newspapers,137516719,10,Sunday
1123,3/6/2015,berries,194916500,3,Friday
8730,5/4/2015,rolls/buns,480516559,5,Monday
8014,4/2/2015,chocolate,375916527,4,Thursday
3472,02/27/2015,pip fruit,316016493,2,Friday
3893,01/23/2015,domestic eggs,276416458,1,Friday
5930,5/1/2015,bottled beer,422516556,5,Friday
2199,4/10/2015,whole milk,271916535,4,Friday
2789,4/2/2015,newspapers,385616527,4,Thursday
2199,09/20/2015,whole milk,407916698,9,Sunday
5739,1/4/2015,cream cheese,245516439,1,Sunday
1172,8/6/2015,shopping bags,158216653,8,Thursday
7665,02/15/2015,margarine,177616481,2,Sunday
2155,08/22/2015,fruit/vegetable juice,309616669,8,Saturday
7461,12/16/2015,frozen vegetables,345316785,12,Wednesday
5324,4/11/2015,grapes,273116536,4,Saturday
2224,12/24/2015,UHT-milk,389916793,12,Thursday
5655,01/26/2015,soda,488616461,1,Monday
5655,1/4/2015,soda,445516439,1,Sunday
2199,3/6/2015,whole milk,269016500,3,Friday
6095,07/28/2015,butter,217116644,7,Tuesday
1851,6/12/2015,root vegetables,301516598,6,Friday
8853,03/29/2015,whipped/sour cream,493816523,3,Sunday
3277,10/10/2015,white bread,344916718,10,Saturday
2199,7/6/2015,whole milk,184816622,7,Monday
2199,12/17/2015,whole milk,381816786,12,Thursday
1123,02/23/2015,berries,154016489,2,Monday
6351,10/9/2015,instant coffee,142416717,10,Friday
1172,12/13/2015,shopping bags,388816782,12,Sunday
5930,08/18/2015,bottled beer,271116665,8,Tuesday
7333,01/25/2015,detergent,336316460,1,Sunday
3277,08/17/2015,white bread,463316664,8,Monday
1172,8/3/2015,shopping bags,286416650,8,Monday
5324,1/5/2015,grapes,250016440,1,Monday
1123,05/13/2015,berries,147716568,5,Wednesday
6341,11/25/2015,citrus fruit,163516764,11,Wednesday
9585,12/19/2015,red/blush wine,240116788,12,Saturday
6098,05/17/2015,baking powder,497116572,5,Sunday
3893,05/19/2015,domestic eggs,123016574,5,Tuesday
2789,01/23/2015,newspapers,441416458,1,Friday
1592,7/8/2015,dessert,290616624,7,Wednesday
8155,03/22/2015,sliced cheese,385616516,3,Sunday
2932,04/27/2015,long life bakery product,402516552,4,Monday
1733,05/24/2015,other vegetables,141416579,5,Sunday
2703,11/24/2015,yogurt,479316763,11,Tuesday
5207,01/17/2015,cat food,310116452,1,Saturday
2199,12/17/2015,whole milk,165116786,12,Thursday
3357,02/14/2015,canned fish,430416480,2,Saturday
9038,11/7/2015,frozen fish,366316746,11,Saturday
8479,10/23/2015,canned beer,252516731,10,Friday
8128,10/8/2015,packaged fruit/vegetables,162516716,10,Thursday
5655,8/11/2015,soda,381216658,8,Tuesday
1890,12/28/2015,spread cheese,287916797,12,Monday
2199,11/11/2015,whole milk,418016750,11,Wednesday
5930,07/31/2015,bottled beer,418716647,7,Friday
9585,12/5/2015,red/blush wine,429216774,12,Saturday
5655,1/5/2015,soda,304316440,1,Monday
1123,12/18/2015,berries,181916787,12,Friday
7292,9/8/2015,pork,244616686,9,Tuesday
8632,05/17/2015,photo/film,170116572,5,Sunday
6095,8/9/2015,butter,104716656,8,Sunday
1592,10/27/2015,dessert,106516735,10,Tuesday
3059,02/23/2015,coffee,436016489,2,Monday
8632,11/11/2015,photo/film,281816750,11,Wednesday
5538,08/30/2015,mayonnaise,200816677,8,Sunday
8853,08/18/2015,whipped/sour cream,262416665,8,Tuesday
5468,11/4/2015,curd,456416743,11,Wednesday
2199,7/1/2015,whole milk,104916617,7,Wednesday
2152,03/25/2015,tea,443316519,3,Wednesday
7240,05/19/2015,frozen meals,343316574,5,Tuesday
4661,04/22/2015,roll products,479916547,4,Wednesday
3472,07/16/2015,pip fruit,477416632,7,Thursday
7353,02/18/2015,ice cream,115316484,2,Wednesday
1733,10/25/2015,other vegetables,477616733,10,Sunday
5655,01/19/2015,soda,359616454,1,Monday
5324,11/28/2015,grapes,409716767,11,Saturday
8147,11/4/2015,bottled water,226216743,11,Wednesday
1733,9/7/2015,other vegetables,151816685,9,Monday
8853,08/18/2015,whipped/sour cream,459316665,8,Tuesday
2387,12/3/2015,dishes,432216772,12,Thursday
5409,12/29/2015,pasta,363316798,12,Tuesday
3578,08/31/2015,butter milk,235616678,8,Monday
2204,04/16/2015,nuts/prunes,426816541,4,Thursday
5324,8/6/2015,grapes,277516653,8,Thursday
3472,06/16/2015,pip fruit,475716602,6,Tuesday
9677,01/27/2015,onions,123116462,1,Tuesday
3893,12/17/2015,domestic eggs,432316786,12,Thursday
3578,01/21/2015,butter milk,118216456,1,Wednesday
3893,08/19/2015,domestic eggs,326616666,8,Wednesday
5655,06/29/2015,soda,310916615,6,Monday
5739,07/31/2015,cream cheese,245016647,7,Friday
2400,08/24/2015,misc. beverages,120816671,8,Monday
8730,06/24/2015,rolls/buns,211516610,6,Wednesday
7969,12/17/2015,candy,377416786,12,Thursday
3227,09/17/2015,flour,290416695,9,Thursday
1592,10/26/2015,dessert,343816734,10,Monday
1851,01/22/2015,root vegetables,387216457,1,Thursday
5930,01/20/2015,bottled beer,398516455,1,Tuesday
8853,7/4/2015,whipped/sour cream,248316620,7,Saturday
1733,12/1/2015,other vegetables,444516770,12,Tuesday
9825,03/25/2015,specialty cheese,246216519,3,Wednesday
1890,7/1/2015,spread cheese,106816617,7,Wednesday
5324,02/24/2015,grapes,145816490,2,Tuesday
3472,03/26/2015,pip fruit,138216520,3,Thursday
3277,11/10/2015,white bread,304816749,11,Tuesday
2224,07/27/2015,UHT-milk,350116643,7,Monday
2703,3/2/2015,yogurt,234016496,3,Monday
5655,11/29/2015,soda,166516768,11,Sunday
7606,09/29/2015,salt,398216707,9,Tuesday
2379,12/6/2015,chicken,184316775,12,Sunday
5655,1/6/2015,soda,336516441,1,Tuesday
4661,01/14/2015,roll products,323016449,1,Wednesday
9585,05/15/2015,red/blush wine,231216570,5,Friday
3472,2/2/2015,pip fruit,349316468,2,Monday
1851,06/24/2015,root vegetables,147416610,6,Wednesday
2199,04/21/2015,whole milk,490716546,4,Tuesday
6095,5/8/2015,butter,357516563,5,Friday
8531,05/13/2015,liquor,150916568,5,Wednesday
2703,3/9/2015,yogurt,173216503,3,Monday
3472,04/23/2015,pip fruit,497516548,4,Thursday
2703,07/16/2015,yogurt,294716632,7,Thursday
9301,04/20/2015,ham,250916545,4,Monday
2199,08/17/2015,whole milk,306116664,8,Monday
2155,11/16/2015,fruit/vegetable juice,191616755,11,Monday
